"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"pgaptmp_000243",103.787681560269,-0.662426164538931,0.351376510064073,-1.88523178290472,0.0593985515614552,0.103551011199876
"pgaptmp_000244",54.4434796561483,-0.47172973498107,0.514952332184379,-0.916064857848177,0.359632878298206,0.465583851487277
"pgaptmp_000245",12.6812957827893,-0.512284645345539,0.994887412671288,-0.514917204520707,0.606610877957724,0.697068752009463
"pgaptmp_000246",15908.9719748716,0.61134779581436,0.118230307449671,5.17082133170127,2.33067326884131e-07,1.14141656666149e-06
"pgaptmp_000247",13269.6540285312,0.741670667244115,0.117643101149529,6.30441275346374,2.8928862227248e-10,2.19293737698202e-09
"pgaptmp_000248",934.172151906415,0.256235990541596,0.143554300655404,1.78494123388668,0.07427084944773,0.125767107208576
"pgaptmp_000249",46.670155698778,0.51973989737211,0.487702578991679,1.06569027878972,0.28656367353121,0.389693092028923
"pgaptmp_000250",20570.5807086663,-0.017578961645509,0.0805254973102814,-0.218303049750486,0.827192998406632,0.879409408760206
"pgaptmp_000251",4213.61411392934,-0.74835706355937,0.126659806520887,-5.90840207414942,3.45442058568919e-09,2.20160161300259e-08
"glpT",4799.30663972667,-1.06317116027939,0.164489264421437,-6.46346838511869,1.02329922723649e-10,8.29786432194819e-10
"pgaptmp_000253",151.259593571843,-0.449756563058694,0.298103153807752,-1.50872795981469,0.131368317294757,0.204240967824179
"hpaB",2280.38103524836,-1.89679863600418,0.198122063941849,-9.57388893627164,1.0295832987599e-21,2.79715988174039e-20
"pgaptmp_000255",1864.80120615657,-2.12298895954133,0.437758082262916,-4.84968535261964,1.23657471488887e-06,5.34972412292325e-06
"pgaptmp_000256",104299.151503586,-1.98227259782706,0.456637088392022,-4.34102408283859,1.41820176577139e-05,5.21080648785896e-05
"pgaptmp_000257",982.221993749655,-0.582966290226226,0.142425780993414,-4.09312335280917,4.25601158118639e-05,0.000145062958838606
"pgaptmp_000258",1005.37965991865,-0.803540470320661,0.196003962861863,-4.09961338836282,4.13840877445489e-05,0.000141703380483175
"pgaptmp_000259",368.948964674017,0.333862082941471,0.215823233437126,1.54692373765558,0.121881636298823,0.191977761449098
"pgaptmp_000260",2127.575729409,0.364026408907018,0.111504413482713,3.2646816169609,0.00109587181991558,0.00284437581152427
"purT",3922.55034537651,-0.406410000055882,0.100019253010926,-4.06331768956008,4.8380111763312e-05,0.000162518750887227
"pssA",5342.97110665791,-0.220470627826499,0.0939989136536303,-2.34545931710333,0.0190036523827128,0.0374637680976998
"pgaptmp_000263",4679.25198351094,-0.193413105568648,0.0891728144919977,-2.1689693957793,0.0300850074643884,0.0563828790445386
"pgaptmp_000264",6339.20046294657,-0.292040467809241,0.082549974373405,-3.53774147146588,0.000403564987103025,0.00115543760153651
"pgaptmp_000265",511.276032133027,-0.247986700858355,0.209320639260523,-1.18472168695084,0.236127504918109,0.332777952785006
"pgaptmp_000266",16004.1729789582,0.0116615700835968,0.0877147704735868,0.132948761316184,0.894233903201208,0.930483250689096
"gltP",1020.94445253619,0.312349588303364,0.174142601679088,1.7936425968814,0.0728702329532454,0.123620331381941
"pgaptmp_000268",7431.4126445315,0.176713943910932,0.0937240803931144,1.88547002189541,0.059366408102591,0.103543472801239
"pgaptmp_000269",2725.20939124176,-0.306102357581639,0.105543326144785,-2.90025308811783,0.00372861467579211,0.00863053720354368
"mmuM",1839.5956988976,-0.178998875169472,0.142768192603646,-1.25377279003881,0.209924601960385,0.303314972242451
"pgaptmp_000271",49.4075111263967,-0.161298834741378,0.502293376892649,-0.321124749323245,0.748115855498077,0.818485365715415
"pgaptmp_000272",29.9972922609131,-0.322595124206665,0.603944052839925,-0.534147364627114,0.593239582154943,0.686365472421727
"pgaptmp_000273",956.762497300675,0.0243128602478222,0.157056760334994,0.154803016412436,0.876976613126503,0.916626496505713
"pgaptmp_000274",620.152201947474,-0.141846387227111,0.159047155470052,-0.891851141932682,0.37247272543773,0.479206181845569
"pgaptmp_000275",295.801086044585,0.369560495884305,0.22726219762914,1.62614152172978,0.103919552841422,0.168682326941025
