"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"pgaptmp_001076",670.98881830628,-0.640578098115663,0.166840462022168,-3.83946490168884,0.000123302754260844,0.000202440604922303
"pgaptmp_001077",150.753660507302,-1.0584188093254,0.353605898919603,-2.99321592925701,0.00276054362272328,0.004128060813088
"pgaptmp_001078",267.214192433741,-3.52479966982049,0.710787270386956,-4.95900787292036,7.08540961374986e-07,1.32057559250761e-06
"pgaptmp_001079",1198.99884291637,-1.66775573702195,0.127939615600172,-13.0354912291897,7.68703340042032e-39,3.78955474388933e-38
"lepB",4219.46856183789,0.576061066406625,0.0886997061871204,6.49450929624693,8.33044862523791e-11,1.87233875502026e-10
"pgaptmp_001081",852.140655945559,-1.0562583053361,0.180380822110848,-5.85571289106891,4.7496815040859e-09,9.92606095351359e-09
"pgaptmp_001082",203.921198876111,0.24940127141111,0.280827114284551,0.888095410752973,0.374489431053359,0.429537646342251
"pgaptmp_001083",3081.26681919909,-0.715312862783933,0.131626982031004,-5.43439385866529,5.49830138294391e-08,1.09203189686858e-07
"pgaptmp_001084",3128.64192938067,0.630877577658556,0.119919534077528,5.26084080055461,1.4339815253111e-07,2.77261259075735e-07
"pgaptmp_001085",609.041969769365,0.508590783327869,0.253059758331393,2.0097655458196,0.0444560089747765,0.0587798456142515
"pgaptmp_001086",73.0016592783574,-0.781004070053368,0.425372490358043,-1.8360474354982,0.066350641391257,0.0859878437528755
"pgaptmp_001087",32.0796675677526,-1.70995947901928,0.692281961396284,-2.4700332731051,0.0135100485422634,0.0187908821652857
"addB",7288.6132038309,-0.180095686560826,0.118652072557232,-1.51784695100001,0.12905298587755,0.160539844062914
"addA",13805.4273584401,0.506415751599065,0.104970789283455,4.82434927903207,1.40461085999687e-06,2.5753505521716e-06
"sbcD",1500.58777718455,1.77773446343923,0.126630827504324,14.0387178894375,9.03320864489013e-45,4.92985375018784e-44
"sbcC",10009.6320323456,1.56614180932202,0.0904638552080342,17.3123487355305,3.79608915735421e-67,2.93133689702746e-66
"pgaptmp_001092",1186.75710391272,1.12136969755258,0.153010947125364,7.32868934295156,2.32414428972269e-13,5.79013724655144e-13
"pgaptmp_001093",133.733267283148,0.367591888642613,0.34356021444192,1.0699489440002,0.284642290659637,0.335583973973763
"pgaptmp_001094",255.494539202465,0.879286391969406,0.226276174555244,3.88589913939319,0.000101951832014784,0.000167904742813728
"pgaptmp_001095",62.0564132500112,1.19447883303266,0.44097133554872,2.70874484743167,0.00675382574956502,0.00968325864402196
"pgaptmp_001096",239.583683936127,0.41609276761172,0.307946323351379,1.35118602191247,0.176635851084051,0.215553651716341
"pgaptmp_001097",67.4557804576542,0.593385277060096,0.438799968775686,1.35229106491444,0.176282221612805,0.215192662788737
"pgaptmp_001098",71.9976469123293,0.212022580604457,0.482781186037252,0.439169103387755,0.660539010565438,0.705635816386472
"pgaptmp_001099",42.1802438256591,-0.625903862703271,0.537174182238177,-1.16517860202327,0.243946705274574,0.290086146016602
"pgaptmp_001100",4441.15876618664,2.12791168768872,0.0932351097247448,22.8230727026642,2.70604431897194e-115,3.58430496626817e-114
"pgaptmp_001101",1629.5968211799,0.706971210767698,0.142518717218156,4.96054991629993,7.02938944951344e-07,1.31144799654581e-06
"pgaptmp_001102",3.78221941459216,-0.462542055916729,2.49832885170273,-0.185140581313579,0.853118772486715,0.881540275179221
"asnB",42879.3980990408,0.237445110366447,0.0903471264394928,2.62814236295018,0.00858525777429713,0.0122056262169343
"pgaptmp_001104",1681.11992959335,-0.700233541588033,0.149587097524386,-4.68110922116045,2.85326864577028e-06,5.16028469366229e-06
"pgaptmp_001105",2913.58484662284,-3.02754299803896,0.113351864234737,-26.7092475141768,3.6755769565761e-157,6.97984562876339e-156
"pgaptmp_001106",1201.60156111354,0.441224719488955,0.125460014666071,3.51685531572218,0.000436691747914125,0.00069164539818569
"pgaptmp_001107",3531.7941006361,1.61111141648065,0.0952697913952598,16.9110417151686,3.73054835150551e-64,2.76595636739114e-63
"pgaptmp_001108",66.0424550965967,-0.638339231625095,0.471937582903206,-1.35259249263057,0.176185852137241,0.215145584532418
"pgaptmp_001109",574.467357438495,-0.973869006061458,0.164160565541542,-5.93241746486926,2.98506456313992e-09,6.29128556285775e-09
"pgaptmp_001110",431.290738820688,-0.192405090557208,0.204739052972351,-0.939757646447603,0.347341888295761,0.401617430331414
"pgaptmp_001111",3467.33217329571,1.12269986965142,0.0989729303796869,11.3435043839203,7.98803098815278e-30,3.24225205429713e-29
"pgaptmp_001112",2682.251336146,1.6327778864508,0.135835456646083,12.0202628000507,2.7808561146826e-33,1.21198436286284e-32
"pgaptmp_001113",977.85990780073,0.236104731707494,0.128969434271674,1.83070301146037,0.0671448833612848,0.086896125128895
"pgaptmp_001114",1290.72539616434,1.3990489192609,0.134355702738477,10.4130222293887,2.16245453140979e-25,7.73909208260313e-25
"pgaptmp_001115",6779.92002808878,0.971870392848352,0.102738803331127,9.4596234464209,3.09054135669195e-21,9.86534728096693e-21
"pgaptmp_001116",4351.13807004986,-0.630052151695272,0.104161900529248,-6.04877741759674,1.45949133429657e-09,3.12916287226487e-09
"pgaptmp_001117",2869.2123049704,0.11062861740288,0.106393082871534,1.03981024345783,0.298428069113781,0.350726009864696
"pgaptmp_001118",669.992785598229,0.78437697138384,0.19395594293086,4.04409867277668,5.2524796228877e-05,8.79430011533425e-05
"pgaptmp_001119",933.814460139068,0.794324969423074,0.173849764320158,4.56903103969853,4.89984220173585e-06,8.72176598510801e-06
"pgaptmp_001120",1964.75530927953,1.06651515718867,0.14445443709592,7.38305571382686,1.54697252639321e-13,3.87471853515176e-13
"pgaptmp_001121",3205.39615857765,1.03907647166825,0.0972165608650349,10.6882660981064,1.15510200306371e-26,4.30359324865176e-26
"pgaptmp_001122",4419.93367334592,1.14478412399028,0.106180367656268,10.7815046157706,4.20943286390944e-27,1.58738694219564e-26
"pgaptmp_001123",1.58762421013705,4.92932145096434,3.7265128042499,1.32277056591425,0.185911688419013,0.225468655684446
"pgaptmp_001124",881.80477787995,-0.530168347274355,0.190835200057245,-2.77814756981583,0.00546697833765762,0.00790831456384052
"pgaptmp_001125",495.565731021229,-0.525601874135901,0.172433480861853,-3.04814280561322,0.00230260474581386,0.00346134687557318
"argC",134.116299760665,-1.74495759515431,0.383539376599674,-4.54961785312499,5.37434274057488e-06,9.54356091623077e-06
"argJ",109.012157748621,-0.4707024191516,0.401881151959436,-1.17124781009663,0.24149918276925,0.287543172830182
"argB",87.595862459166,-0.753104767343248,0.393046904390355,-1.91606843593227,0.0553563853301939,0.0723696755177315
"pgaptmp_001129",135.677213094058,-0.777850651211377,0.337204914483904,-2.30675953344833,0.0210682293278547,0.0287027633815064
"pgaptmp_001130",82.9578023467448,-0.280485943054257,0.513221105886241,-0.546520670793357,0.584708082726566,0.634115234239009
"pgaptmp_001131",348.958417668922,-0.518002961141784,0.231455831655957,-2.23802078105234,0.0252196999860713,0.0341213098321183
"argF",180.91361019556,0.0289170416790256,0.326194617985307,0.0886496590827508,0.929360341169555,0.94175855971497
"pgaptmp_001133",736.592058155051,-3.30719822392253,0.187049446589356,-17.680876817471,5.88734620949239e-70,4.74300921898932e-69
"pgaptmp_001134",74.3241887032434,-2.91718344715723,0.546072928521076,-5.34211328706187,9.18692082840898e-08,1.8025155151997e-07
"pgaptmp_001135",461.663634068848,0.799863304891364,0.231537481244414,3.45457375018699,0.000551163449242998,0.000864852596156171
"pgaptmp_001136",13.0258212909598,-1.04963264751183,1.04352695366169,-1.0058510169083,0.314487241937052,0.367049706644624
"pgaptmp_001137",11.5438527234092,-0.769741614207073,1.44850140195501,-0.531405501691727,0.595137809837059,0.643738136650256
"pgaptmp_001138",5546.05260763892,-3.43412405697627,0.133999975868801,-25.6277960851174,7.47741150067527e-145,1.28253113389463e-143
"pgaptmp_001139",1001.5836796405,-3.29923692263006,0.167916866666265,-19.6480376756154,6.00914887078662e-86,5.91694499922428e-85
"pgaptmp_001140",12.2447692094808,0.590465291380338,1.22320085776912,0.482721449735761,0.629293530981838,0.676602547147883
"pgaptmp_001141",6804.9064900778,0.56493607451953,0.125062904156933,4.51721538315333,6.26581638958011e-06,1.10632678377691e-05
"pgaptmp_001143",126.24585893347,-1.82918281381996,0.355519043731983,-5.14510501214931,2.67371203784559e-07,5.10598060793293e-07
"pgaptmp_001144",5646.51415499064,3.3952490709248,0.0935345829609574,36.2993981845413,1.6536789839222e-288,6.09405265164202e-287
"pgaptmp_001145",9856.55028712874,3.3799434556199,0.0853272515336408,39.6115355278652,0,0
"pgaptmp_001146",67769.6223878983,4.2523718246561,0.0805089908865501,52.8185955112561,0,0
"pgaptmp_001147",5026.3927005869,3.1595993540609,0.172959127061234,18.2678960500436,1.49088937828732e-74,1.26691558584142e-73
"pgaptmp_001149",87.8411845011903,2.90156287936512,0.40434436264831,7.17596966200031,7.17964755149009e-13,1.75000970443e-12
"trpS",6611.37608724786,1.27703305406317,0.0893950686459144,14.2852740470661,2.7034391811503e-46,1.52457585336991e-45
"pgaptmp_001151",115201.473567775,0.609756653707124,0.0838467293039064,7.2722771510506,3.53477419668826e-13,8.74762603728304e-13
"pgaptmp_001152",8949.94377389286,0.697589735472543,0.120228774215681,5.80218620728115,6.54558123851781e-09,1.35725088410938e-08
"oppC",6548.16074594977,1.40809302390422,0.101894340657487,13.819148490665,1.9536713154001e-43,1.04928782625096e-42
"pgaptmp_001154",13586.7657945366,1.39544481154208,0.081409927496186,17.1409661506879,7.34205056628529e-66,5.54302478858293e-65
"oppF",17869.0677851127,1.287880263154,0.088272844826454,14.5897672799148,3.2630883763941e-48,1.89472931933523e-47
"pgaptmp_001156",355.142178486974,0.983716536739004,0.188100240710654,5.22974629390405,1.6974282329905e-07,3.26502732981429e-07
"pgaptmp_001157",37901.4903877862,-1.1488434398425,0.0778498901453771,-14.7571619908152,2.76680799312035e-49,1.64505740421629e-48
"spx",27387.4314781441,0.352412809571357,0.124258019674688,2.83613734142864,0.00456628049770153,0.00668069811809948
"pgaptmp_001159",36.5119569711078,-0.421983507800709,0.581549543538618,-0.72561918840658,0.468072254566017,0.523644403815664
"pgaptmp_001160",37.8103176506862,-0.443053048635828,0.64388564603393,-0.688092755856343,0.491394372041514,0.545472667085749
"mecA",10565.7611709953,-1.10659325208395,0.110249121626946,-10.0372069704861,1.04593796318085e-23,3.58139935506821e-23
"pgaptmp_001162",747.350932623058,0.109024961087042,0.151052462376824,0.721768843562859,0.470436607900055,0.525499716267708
"pepF",22916.6337753777,2.24023944814536,0.0944026597598425,23.7306814643195,1.73950760018697e-124,2.47116308698317e-123
"pgaptmp_001164",5.58298340398203,0.0270909515872623,1.49604702532522,0.0181083556390034,0.985552412209304,0.98794130844143
"spxH",12729.906367804,-1.2083047941403,0.113688424173863,-10.6282130561722,2.20292870477173e-26,8.14230450760713e-26
"pgaptmp_001166",5012.9834080224,-1.78345559743603,0.126815931371612,-14.0633402928684,6.3802194341279e-45,3.50253344156697e-44
"pgaptmp_001167",8494.95352939198,-0.272965196684127,0.0934553173679806,-2.92080969143068,0.00349123017326425,0.00517085503576981
"pgaptmp_001168",973.366382753229,-0.79407740498591,0.176968553449685,-4.48711022103528,7.21957294261358e-06,1.26810998076488e-05
"pgaptmp_001169",140.727749362998,1.93099113356704,0.29864497409231,6.46584172205147,1.00736477418696e-10,2.25596371210823e-10
"pgaptmp_001170",1317.72206218924,1.88653486047204,0.118525836298127,15.9166551310116,4.85655123320386e-57,3.27465284238855e-56
"pgaptmp_001171",5563.00407135941,1.24645404430389,0.094761368011552,13.1536096455672,1.62240426610711e-39,8.18236948299547e-39
"pgaptmp_001172",5641.14910377072,1.28526223410333,0.0981464336094881,13.0953534105704,3.5004120625735e-39,1.74645223819016e-38
"prpE",133.746627157867,0.17074873693539,0.296656438603341,0.57557738419323,0.564900871174452,0.615661307138785
"pgaptmp_001174",1305.99359550052,-3.17525976571634,0.169103521867962,-18.7770173597899,1.16439933890489e-78,1.04683438149855e-77
"tenA",112.997604970814,0.764251093384453,0.323471533951925,2.36265331928106,0.0181446343571579,0.0248928599621606
"tenI",104.656624006606,1.25742820024168,0.377089999060067,3.33455727644844,0.000854353034654665,0.00132772525886625
"thiO",251.177030297294,1.20488355562534,0.229846183457972,5.24212992140312,1.58733535215991e-07,3.06275903615303e-07
"thiS",24.618371450477,0.499485061401783,0.860845914641687,0.580225860291949,0.561762316653186,0.613161097531718
"thiG",367.618816187537,1.42956549366049,0.220965681764094,6.4696267866008,9.8245267242696e-11,2.20149840263284e-10
"pgaptmp_001180",757.263166214246,1.44216541405111,0.197982749427118,7.28429834530612,3.23348735150501e-13,8.01267637969483e-13
"thiD",606.93101724273,1.49592868035875,0.199085439459253,7.51400345711836,5.73460691140327e-14,1.46494213618689e-13
"fabI",7702.77217562845,1.08778010995682,0.163907019325392,6.63656818624303,3.21070448574044e-11,7.3359374437851e-11
"pgaptmp_001183",154.021956417149,0.230086663262522,0.303032750280822,0.759279856877844,0.447685164472077,0.502498245526258
"cotZ",14.1833347300966,2.48154065417041,1.45512635534267,1.70537812407777,0.0881239255872036,0.112289370433267
"cotY",14.5581664861538,0.211338521422434,0.945698914737763,0.223473367822398,0.823167108437745,0.856296248631997
"cotX",38.5713435256906,2.42057718443725,0.666810590361013,3.63008209441716,0.000283331091385805,0.000453963978535499
"pgaptmp_001187",6.62208278049583,0.674366551132464,1.65763549558528,0.40682439108506,0.68413697102879,0.727115307301301
"pgaptmp_001188",22.1296907800945,1.71869428311525,0.716013343604349,2.40036627594605,0.0163786739024827,0.0225783052833484
"pgaptmp_001189",6.16860782448672,-1.1357714835496,1.65435949395831,-0.686532454220146,0.492377406057103,0.546238064186151
"pgaptmp_001190",0.816835412827745,-3.45010048481267,4.82229973124141,-0.715447126287297,0.474332801264739,0.529534099072393
"pgaptmp_001191",5.39910624390455,3.61197336239789,1.82948604872654,1.97431041625712,0.0483464572220394,0.0636975270019223
"pgaptmp_001192",14.7449873457192,1.70527990661349,1.07071604877957,1.5926537279022,0.111237893343277,0.139732514014066
"pgaptmp_001193",420.736711712584,-0.401350469050006,0.226108716765689,-1.77503315569172,0.0758924127959253,0.0972363374961908
"pgaptmp_001194",579.043687550242,0.274719057530755,0.165303025433538,1.66191185436718,0.0965304494654573,0.122372729192926
"pgaptmp_001195",286.621840871074,0.709958003015091,0.222428358656002,3.19185020878152,0.00141364622990779,0.00216081776908287
"pgaptmp_001196",734.880896735043,0.176372131282307,0.164069828459605,1.07498211547,0.282382735535995,0.333025520172679
"pgaptmp_001197",459.292259430931,0.533207133548469,0.186364690432868,2.8610952660077,0.00422180170327031,0.00619863745150773
"pgaptmp_001198",36.3937566122711,0.418086284086819,0.618936529472454,0.675491369758336,0.499363632626586,0.55316411923695
"pgaptmp_001199",11594.571985449,0.65158471905763,0.0952556787884411,6.8403766299831,7.89852435430795e-12,1.85830010409192e-11
"pgaptmp_001200",9653.09004489496,0.631185047558119,0.111632453246748,5.65413577504182,1.56632361133879e-08,3.19269248707721e-08
"pgaptmp_001201",6568.29682241693,0.171627876444664,0.104640302923487,1.64016991206685,0.100969843381007,0.127652770741884
"pgaptmp_001202",3233.05458082556,0.475374228179013,0.124975620930641,3.80373567771938,0.000142530262591786,0.000233083320459854
"metC",6702.96974685388,0.290307766586163,0.0818647755531094,3.54618655734086,0.000390849402002075,0.000620358837633996
"pgaptmp_001205",516.817443885112,-0.0825579135209339,0.192149916506738,-0.42965365284475,0.667447602289235,0.711816611954307
"pgaptmp_001206",1487.51440885367,-0.417846145306609,0.117214091127644,-3.56481154515444,0.000364117717686196,0.000579165019328214
"pgaptmp_001207",14849.8104140644,-0.90139771667691,0.163817810085133,-5.5024402792863,3.74570126169834e-08,7.49543015916194e-08
"pgaptmp_001208",2567.74222134657,0.328841300847622,0.140879506552505,2.33420253161566,0.0195851194150345,0.0268295231736321
"pgaptmp_001209",3385.98019758292,1.28068655743674,0.158614505006014,8.07420832910695,6.79158355228432e-16,1.84243979457742e-15
"pgaptmp_001210",22.6278507466239,-3.58099186040427,1.05431990701762,-3.396494590085,0.000682549065923731,0.00106696666248136
"pgaptmp_001211",355.362937574608,-3.46078710601537,0.271001075894024,-12.7703814259716,2.3997560363782e-37,1.14072694347378e-36
"pgaptmp_001212",90.5411311162942,-3.36386777541986,0.483976891942704,-6.95047187463259,3.64066380108663e-12,8.7085801205941e-12
"pgaptmp_001213",53.1203739657983,-2.97170162135146,1.60662881373838,-1.84965039587257,0.0643639542435145,0.0835295110510324
"pgaptmp_001214",197.252448687926,-3.97109417711138,0.38751284180742,-10.2476453647048,1.21261520740022e-24,4.24986233704673e-24
"pgaptmp_001215",9.98865406812913,-2.43522248584068,1.1821801098231,-2.05994202203679,0.0394040837937433,0.0523824663478011
"pgaptmp_001216",118.900289751085,-2.10736744277158,0.3576438503313,-5.89236314512171,3.80711368088820e-09,7.9831420395864e-09
"pgaptmp_001217",12.6640036600446,-0.141278895499569,0.9229555963044,-0.153072256200908,0.878341294353709,0.901347200878
"pgaptmp_001218",20.6498699374363,0.178969233791116,0.761503529436308,0.235020885488995,0.814192522897035,0.847434163932541
"pgaptmp_001219",9.95036226023993,0.454364644678941,1.21474884979733,0.374039987570062,0.708374566101228,0.748600265482331
"bla",2338.08501397343,1.80167310485779,0.111487094190565,16.1603737001001,9.59780829099767e-59,6.67720419796137e-58
"pgaptmp_001221",18.2400204644789,2.35671422451718,0.840587609677831,2.80365091917121,0.00505275785515194,0.00734623622534201
"pgaptmp_001222",62.3811570471227,-1.59444349337326,0.566593434390345,-2.81408748600994,0.00489159138976149,0.00712862300418648
"pgaptmp_001223",1133.28447811671,-1.70424223814797,0.174768333079013,-9.75143613332673,1.81876848940649e-22,6.02264796936918e-22
"pgaptmp_001224",765.688772516158,2.539246635508,0.196014972032932,12.9543504211575,2.22007376907409e-38,1.08297700766629e-37
"galT",14692.0809393283,1.12979482399524,0.109207692540103,10.3453776718189,4.39181212640829e-25,1.55679283185635e-24
"galE",8358.49719719219,0.869956451700067,0.0815979325974356,10.6615011435646,1.54089978686898e-26,5.71237948877127e-26
"pgaptmp_001227",773.894298744936,0.566410455264762,0.145738682917732,3.88647985507385,0.000101708362680993,0.000167577922044558
"pgaptmp_001228",1605.33324896633,-0.380499275603184,0.151364536716487,-2.51379407526531,0.0119440152366445,0.0167441147686594
"pgaptmp_001229",431.678979251774,-1.12167600049377,0.199111148384824,-5.6334163586154,1.76674223269062e-08,3.59727275168188e-08
"lacG",2399.76370199274,-1.64094707961132,0.134127062912806,-12.2342728154576,2.03922927804191e-34,9.12260982316346e-34
"pgaptmp_001231",234.472344657172,-1.16123121322715,0.241125060083639,-4.81588770915953,1.46546921436877e-06,2.68296921587829e-06
"pgaptmp_001232",666.922247284412,-0.992432915989983,0.190423701865524,-5.21170897460461,1.87108913952984e-07,3.58794115266876e-07
"pgaptmp_001233",150.415132567276,0.690958054708025,0.284093028663908,2.43215420652033,0.0150093156041988,0.0207752594566113
"pgaptmp_001234",37.963148275981,-0.951525387660033,0.580059131700648,-1.64039377308017,0.100923319219851,0.127637306876074
"pgaptmp_001235",1168.37419873187,0.185314687951125,0.13307608809756,1.39254685496367,0.163756863455686,0.201023431986168
"pgaptmp_001236",633.932095526934,-0.491855876483108,0.187969793415059,-2.61667509202946,0.0088790812988788,0.0126089052248863
"pgaptmp_001237",98.2182854241183,-0.102908182577817,0.392327922243763,-0.262301449229701,0.793089044808755,0.828946201847287
"fdhF",5269.96254647593,-1.7504687143117,0.0899684808802607,-19.4564662778002,2.56898934321265e-84,2.47714464648639e-83
"pgaptmp_001239",45.0022583937379,0.954758366713586,0.522755197418329,1.82639669854789,0.067790528812711,0.0876707255875296
"pgaptmp_001240",264.418877947342,-0.710185215473773,0.251584810832895,-2.82284615324208,0.00475994068152604,0.00695037238785404
"pgaptmp_001241",512.368706313408,-1.07617014148964,0.200569552463726,-5.36557083700066,8.06936024707204e-08,1.58826857956648e-07
"pgaptmp_001242",156.907326576498,-0.271807718548858,0.28262869348855,-0.961713105608189,0.336193737270438,0.389695761482582
"pgaptmp_001243",1968.06925424105,1.05216307941218,0.114384903227589,9.19844358585248,3.63171747462246e-20,1.12643770337873e-19
"fetB",3033.99814384307,-0.866779824885705,0.133692793093757,-6.48336985732542,8.96962513437833e-11,2.01235351116071e-10
"pgaptmp_001245",4083.68006605774,-1.06280565247952,0.107334374947068,-9.90181992491818,4.08767710812381e-23,1.38312129058517e-22
"pgaptmp_001246",4627.86780327263,-1.21943311036367,0.103568608434698,-11.774157525082,5.30443940707234e-32,2.24353675830946e-31
"pgaptmp_001247",146.975585382263,0.0792748427138923,0.332233114428329,0.238612104787627,0.811406377962985,0.84478389302141
"pgaptmp_001248",20666.7874152887,-0.31541534629147,0.13347120940835,-2.36317141119527,0.0181192867599004,0.0248672512243176
"pgaptmp_001249",62107.0730604101,-0.0991044230052625,0.0820044267077763,-1.20852528313407,0.22684527667429,0.272448570436176
"pgaptmp_001250",4213.40693370569,-0.421208225125302,0.0972823784117543,-4.32974842928397,1.49279779186538e-05,2.56993218377565e-05
"pgaptmp_001251",166.331129185063,-0.647631003248204,0.279734678441343,-2.31516166267531,0.0206040864625758,0.0281115871751126
"pgaptmp_001252",255.578695964029,-0.68614947555352,0.218962965935188,-3.13363254202821,0.00172656922360109,0.00262511872967453
"pgaptmp_001253",22.2664673728058,0.703998012690137,0.721407813397333,0.97586690858641,0.32913042257314,0.381865159855744
"pgaptmp_001254",60.0567139097348,0.394424989375382,0.454565153604796,0.867697372417375,0.385560024690279,0.439802773797909
"pgaptmp_001255",1103.61409240473,0.464684504041461,0.121185825801872,3.83447899922866,0.000125830721931693,0.000206318038339101
"pgaptmp_001256",30528.2109481735,0.968333907071293,0.107091272275931,9.04213654849754,1.53639007363826e-19,4.645364625574e-19
"pgaptmp_001257",50427.6974278111,0.372773407439083,0.107748108181143,3.45967473333628,0.000540828254005937,0.00084970990350785
"pgaptmp_001258",489.943520048692,2.61919626812241,0.283624070408145,9.23474606493479,2.58899382287159e-20,8.07054858352433e-20
"pgaptmp_001259",3954.27182154798,-3.88355376461358,0.483033096698467,-8.03993306288469,8.98875603673695e-16,2.42611674900181e-15
"pgaptmp_001260",215.248398902608,1.14813339705113,0.284562439056332,4.03473276676492,5.466447627324e-05,9.14432272759547e-05
"pgaptmp_001261",2415.06750197375,-1.93011719698917,0.12059248823665,-16.00528544698,1.17373683168421e-57,8.04539316303615e-57
"pgaptmp_001262",107.361619807593,-2.0948599046541,0.391045538681707,-5.35707404236421,8.45804658402625e-08,1.66301370236375e-07
"xre",298.621357312321,-1.10457995508559,0.259116914004541,-4.2628631918109,2.01824091995312e-05,3.44108690062552e-05
"pgaptmp_001264",44.5545747870711,-5.434924516166,0.969057100372517,-5.60846673955203,2.04126916814091e-08,4.1403835661147e-08
"pgaptmp_001265",452.816114010034,-6.02873129250791,0.401815459233159,-15.0037315737264,6.94050772873475e-51,4.24877792209716e-50
"pgaptmp_001266",491.802506286175,-5.91187635123227,0.391786541746294,-15.0895340224846,1.89777821056803e-51,1.17334393683293e-50
"pgaptmp_001267",192.639114798041,-4.71715057464974,0.439170451551294,-10.7410472585011,6.52994131916342e-27,2.45004451511353e-26
"pgaptmp_001268",394.668143469269,-5.44766809122175,0.398038116454243,-13.6862975328846,1.22598935774028e-42,6.47252821206998e-42
"pgaptmp_001269",180.846663273432,-4.99971743332713,0.546799650183095,-9.14360027782202,6.04070372017578e-20,1.85814043359457e-19
"pgaptmp_001270",389.680450590163,-5.2628807450196,0.41001860096578,-12.8357121667727,1.0344731164472e-37,4.95535256038155e-37
"pgaptmp_001271",3105.44655989415,-5.29412570913697,0.500715015301054,-10.573131516645,3.97012068675338e-26,1.45727704103512e-25
"pgaptmp_001272",5331.07017525612,-5.25736485460014,0.477051415953349,-11.0205413479252,3.0422391830259e-28,1.18319898006504e-27
"pgaptmp_001273",7388.76938543286,-5.03005944469716,0.470715733038282,-10.6859811381917,1.18390526264798e-26,4.40649538757578e-26
"pgaptmp_001274",7663.68690775416,-4.45449486278208,0.509074882555156,-8.75017608494848,2.1302009398187e-18,6.23808646577907e-18
"pgaptmp_001275",11307.0920184837,-4.84805481044196,0.487688026933348,-9.94089365065453,2.76336841492381e-23,9.40151484492362e-23
"pgaptmp_001276",4371.609360726,-5.03888861012781,0.4400155065307,-11.4516159893021,2.30802207270234e-30,9.45044901495944e-30
"pgaptmp_001277",5181.54144760204,-5.18806226018191,0.51304261763333,-10.1123417078185,4.87059485875585e-24,1.67855130224901e-23
"pgaptmp_001278",10574.0168044632,-5.05502547357317,0.557697736836675,-9.06409536865947,1.25642467486561e-19,3.8205985619688e-19
"pgaptmp_001279",3478.17463456316,-5.30721788542633,0.601757554449153,-8.81952847319806,1.14942718674537e-18,3.3873064046447e-18
"pgaptmp_001280",1497.17753708674,-5.47839983249636,0.593669343217364,-9.22803222886064,2.75649097835291e-20,8.57831055303474e-20
"pgaptmp_001281",18893.1419418299,-5.21116393648489,0.52630649004419,-9.90138642608672,4.10543673352635e-23,1.38786880310491e-22
"pgaptmp_001282",10025.3903201394,-5.51957937813783,0.545098041307228,-10.1258470217597,4.24289056382123e-24,1.46629885594639e-23
"pgaptmp_001283",1882.18548685579,-5.91964745966102,0.537128043188616,-11.0209242185895,3.02932587500496e-28,1.17940909066616e-27
"pgaptmp_001284",197.230428905007,-4.79720546180913,0.506472734998838,-9.4717940973074,2.75077830329017e-21,8.7958735780464e-21
"pgaptmp_001285",10034.2449408738,-4.42244726181709,0.573754424077916,-7.70790964954115,1.2789523766009e-14,3.34139114335732e-14
"pgaptmp_001286",3144.75153365469,-5.16025713391694,0.587419435562651,-8.7846210416485,1.56892556853679e-18,4.60531621931697e-18
"pgaptmp_001287",4546.30078699434,-5.30859306411987,0.601836603386923,-8.82065503202197,1.13792079347148e-18,3.35605482828911e-18
"pgaptmp_001288",1376.06932766572,-5.3470730607407,0.588645484583956,-9.08368993014516,1.0495497495667e-19,3.20724480122105e-19
"pgaptmp_001289",1417.43930163182,-5.56883472006796,0.588731055746079,-9.45904698879995,3.10762517970023e-21,9.91138039318275e-21
"pgaptmp_001290",3489.76137036333,-5.52477603273821,0.586747881873415,-9.41592837983201,4.68919896526357e-21,1.48033914747337e-20
"pgaptmp_001291",3124.50317019022,-5.28044608198388,0.584624263871199,-9.03220479940128,1.68247186141242e-19,5.07879989308762e-19
"pgaptmp_001292",775.242301087201,-5.49670928567566,0.73769864430503,-7.45115817700056,9.25243488010668e-14,2.34428608738986e-13
"pgaptmp_001293",7478.86991005441,-5.64630624951766,0.70840878815615,-7.97040683842148,1.58152849852368e-15,4.24401519214501e-15
"pgaptmp_001294",1614.42457107001,-5.7180541534454,0.828473110151245,-6.90191882317282,5.1304752468136e-12,1.21705728926961e-11
"pgaptmp_001295",910.033244693646,-5.74107410062467,0.718017330676709,-7.99573193479032,1.28806355006431e-15,3.46399749518739e-15
"pgaptmp_001296",5513.9060381643,-5.50983014477673,0.63469353210173,-8.68108758967721,3.92002111072416e-18,1.13720331832543e-17
"pgaptmp_001297",2275.60007630156,-5.14967120335544,0.532431899957831,-9.67198096838918,3.9662517136559e-22,1.29836313792676e-21
"pgaptmp_001298",1463.05496603115,-5.2695969848533,0.534792004713349,-9.85354481445142,6.61682050913146e-23,2.22473405013435e-22
"pgaptmp_001299",13439.7880316366,-5.3245099048475,0.489734254346125,-10.8722431759579,1.56309732737359e-27,5.96702384870203e-27
"pgaptmp_001300",19.1140627970886,-0.335876195179027,0.781679311926265,-0.429685409418523,0.667424498412067,0.711816611954307
"pgaptmp_001301",259.396784898205,-1.48623966739633,0.243537214592594,-6.10272097380524,1.04277794090502e-09,2.25128741070097e-09
